time,open,high,low,close,Volume,Volume MA
2020-05-25T10:00:00Z,8916.99,8916.99,8916.99,8916.99,0.004,0.07491871049998378
2020-05-25T14:00:00Z,8787.3,8787.36,8768.59,8768.59,0.035,0.07660533749998377
2020-05-25T16:00:00Z,8771.73,8771.73,8771.73,8771.73,0.00162862,0.07475014149998377
2020-05-25T18:00:00Z,8846.73,8918,8846.73,8918,0.15900903,0.08116425199998377
2020-05-25T20:00:00Z,8918,9277.98,8918,9277.98,0.00338302,0.08080561799998377
2020-05-26T00:00:00Z,8901.02,8901.02,8901.02,8901.02,0.0034409,0.08071075599998376
2020-05-26T02:00:00Z,8842.92,9098.99,8830.1,9098.99,0.01,0.08108426699998376
2020-05-26T08:00:00Z,9002.01,9002.03,9002,9002.03,0.10651125,0.08627275049998377
2020-05-26T10:00:00Z,8873.1,8873.1,8803.89,8803.89,0.39428782,0.10319873349998379
2020-05-26T14:00:00Z,8826.52,8826.52,8789,8789,0.02170513,0.10395839849998378
2020-05-26T16:00:00Z,8789,8789,8789,8789,0.00170817,0.10338225249998378
2020-05-26T18:00:00Z,8800,9006.4,8789,8789,0.00624158,0.1011748799999838
2020-05-26T20:00:00Z,8789.01,8789.01,8789.01,8789.01,0.01100336,0.0978610654999838
2020-05-26T22:00:00Z,8789,8993.39,8789,8993.39,0.02148516,0.09472777699998379
2020-05-27T02:00:00Z,8790.88,8995.33,8790.88,8994.66,0.003,0.06209767999998378
2020-05-27T04:00:00Z,8789.01,8810.19,8789.01,8810.19,0.26000781,0.06338365699998379
2020-05-27T06:00:00Z,8983.7,8983.7,8981.6,8981.6,0.01211535,0.06355939799998378
2020-05-27T08:00:00Z,9005.88,9005.88,9005.88,9005.88,0.01254735,0.06414028999998378
2020-05-27T10:00:00Z,9006,9247.46,9006,9247.46,0.18453208,0.07279823649998378
2020-05-27T22:00:00Z,9061.48,9061.48,8822,8822,0.05931845,0.06554625399998379
2020-05-28T00:00:00Z,9170.98,9170.98,9170.98,9170.98,0.00550537,0.06562152249998379
2020-05-28T02:00:00Z,9214.94,9295.1,9214.94,9295.1,0.08321449,0.0680322469999838
2020-05-28T06:00:00Z,9299.4,9299.4,9299.4,9299.4,0.125606,0.0742311159999838
2020-05-28T10:00:00Z,9285.86,9285.86,9285.86,9285.86,0.00446607,0.0665039679999838
2020-05-28T12:00:00Z,9290,9340,9290,9340,0.05775341,0.0692224874999838
2020-05-28T14:00:00Z,9445.8,9445.8,9407.32,9407.32,0.02036194,0.07006853949998379
2020-05-28T16:00:00Z,9499.99,9500,9418.7,9418.7,0.01262463,0.07019977099998378
2020-05-28T20:00:00Z,9418.71,9418.72,9100.01,9100.01,0.00348074,0.0650482454999838
2020-05-28T22:00:00Z,9528.53,9550,9528.53,9550,0.10759368,0.05071353849998379
2020-05-29T00:00:00Z,9600,9600,9600,9600,0.00064,0.04966028199998379
2020-05-29T06:00:00Z,9632.5,9632.5,9632.5,9632.5,0.0023287,0.04969130849998379
2020-05-29T08:00:00Z,9408.97,9408.97,8789,8789,0.29024682,0.0638915704999838
2020-05-29T10:00:00Z,9393.88,9500,9334.19,9334.19,0.08103784,0.0673932944999838
2020-05-29T16:00:00Z,9364.77,9364.77,9364.77,9364.77,0.00280408,0.06645924049998381
2020-05-29T20:00:00Z,9350.57,9495.45,9350.57,9495.45,0.30081893,0.08135018699998381
2020-05-30T04:00:00Z,9444.62,9444.62,9444.62,9444.62,0.01232595,0.0689660939999838
2020-05-30T06:00:00Z,9502.81,9550,9502.81,9550,0.11971103,0.0743458779999838
2020-05-30T08:00:00Z,9489.41,9550,9489.41,9550,0.11427777,0.0794323989999838
2020-05-30T14:00:00Z,9335,9613.83,8901.01,9613.83,0.26023416,0.0832175029999838
2020-05-30T22:00:00Z,9450,9650,9450,9650,0.21295933,0.09089954699998382
2020-05-31T00:00:00Z,9150.02,9150.02,9100,9100,0.00136117,0.09069233699998382
2020-05-31T08:00:00Z,9612.48,9612.48,9612.48,9612.48,0.00228089,0.0866456569999838
2020-05-31T10:00:00Z,9649.87,9649.87,9649.87,9649.87,0.00201453,0.08046608349998383
2020-05-31T12:00:00Z,9561.9,9561.92,9150,9561.92,0.02357932,0.08142174599998382
2020-05-31T14:00:00Z,9531.12,9531.12,9500,9500.02,0.3441288,0.09574051549998383
2020-05-31T16:00:00Z,9499.99,9500,9499.99,9500,0.36588526,0.11301668149998383
2020-05-31T18:00:00Z,9457.3,9460.53,9456.63,9460.53,0.04829157,0.11480002849998383
2020-05-31T20:00:00Z,9500,9500,9500,9500,0.0193714,0.11559456149998382
2020-06-01T00:00:00Z,9300.01,9300.01,9200,9200,0.011,0.11076487749998383
2020-06-01T04:00:00Z,9530,9530,9530,9530,0.04,0.11273287749998381
2020-06-01T06:00:00Z,9500,9530,9121.11,9121.11,0.14607923,0.1199204039999838
2020-06-01T08:00:00Z,9499.09,9599.9,9480.07,9599.9,0.09379505,0.1100978154999838
2020-06-01T10:00:00Z,9500,9500,9500,9500,0.00076,0.10608392349998381
2020-06-01T16:00:00Z,9596.21,9599.9,9596.21,9599.9,0.01059532,0.10647348549998381
2020-06-01T18:00:00Z,9599.9,9599.9,9432.01,9432.01,0.00202623,0.09153385049998382
2020-06-01T20:00:00Z,9599.89,9650,9599.89,9650,0.13799444,0.09781727499998381
2020-06-01T22:00:00Z,9650,9891,9650,9891,1.9623417,0.1899488084999838
2020-06-02T00:00:00Z,9560,9560,9560,9560,0.00084048,0.1842769439999838
2020-06-02T04:00:00Z,9566,9891,9566,9891,0.03261804,0.1728961379999838
2020-06-02T06:00:00Z,9890,9890,9890,9890,0.00080789,0.1622885659999838
2020-06-02T08:00:00Z,9890,9891,9571,9891,0.98942235,0.21169162499998379
2020-06-02T10:00:00Z,9891,9891,9600,9700,0.09502333,0.2163287469999838
2020-06-02T12:00:00Z,9891,9900,9891,9900,0.00853784,0.21665491249998378
2020-06-02T14:00:00Z,9500,9500,9380.52,9380.52,0.28213171,0.2295825319999838
2020-06-02T16:00:00Z,9500,9500.01,9498.65,9500,0.19208384,0.22198028399998382
2020-06-02T20:00:00Z,9578.96,9605.07,9500.05,9500.05,0.014333,0.20440267099998383
2020-06-02T22:00:00Z,9601.44,9601.44,9500,9500,1.44587958,0.2742820714999838
2020-06-03T04:00:00Z,9500,9500,9500,9500,0.12138594,0.2793827984999838
2020-06-03T06:00:00Z,9409.37,9409.37,9409.36,9409.36,0.16,0.2868327984999838
2020-06-03T10:00:00Z,9580.69,9698.4,9574.99,9698.4,0.01157735,0.2854116659999838
2020-06-03T12:00:00Z,9431.48,9600,9431.48,9600,0.00772541,0.2784939749999838
2020-06-03T14:00:00Z,9441.32,9441.32,9441.32,9441.32,0.2669,0.28714922249998376
2020-06-04T00:00:00Z,9444.59,9444.59,9444.59,9444.59,0.04291802,0.2892571234999838
2020-06-04T06:00:00Z,9441.13,9441.13,9441.13,9441.13,0.0463,0.29104235749998375
2020-06-04T10:00:00Z,9698.42,9698.42,9473.89,9598.51,0.00276538,0.29107931499998374
2020-06-04T12:00:00Z,9700,9730,9700,9725,0.01200677,0.28477993149998376
2020-06-04T14:00:00Z,9740.04,9800,9740.04,9800,0.0056577,0.18694573149998375
2020-06-04T18:00:00Z,9850,9880,9741.04,9741.04,0.01808494,0.18780795449998375
2020-06-04T22:00:00Z,9880,9996.95,9880,9996.95,0.15039267,0.19369668599998374
2020-06-05T06:00:00Z,9741.7,9741.7,9741,9741,0.01858835,0.19458570899998376
2020-06-05T08:00:00Z,9741.01,9820,9741,9820,0.22161219,0.15619520099998377
2020-06-05T10:00:00Z,9766.64,9771.69,9700,9771.69,0.02230898,0.15255948349998377
2020-06-05T12:00:00Z,9762.32,9762.32,9659.99,9660,0.04727679,0.15449643099998378
2020-06-05T16:00:00Z,9663.93,9663.93,9663.92,9663.92,0.02,0.1413898454999838
2020-06-05T18:00:00Z,9683.78,9965.62,9683.77,9965.62,0.19029793,0.1413005499999838
2020-06-06T04:00:00Z,9680,9700,9680,9700,0.00595719,0.14088175949998377
2020-06-06T06:00:00Z,9700,9700,9697.41,9697.41,0.01818641,0.06949710099998378
