REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2017/08/01 00:30:00,8259.53,80.33,TRADE
NSW1,2017/08/01 01:00:00,8064.94,87.75,TRADE
NSW1,2017/08/01 01:30:00,7939.86,92.68,TRADE
NSW1,2017/08/01 02:00:00,7708.7,80.56,TRADE
NSW1,2017/08/01 02:30:00,7374.89,77.57,TRADE
NSW1,2017/08/01 03:00:00,7097.35,74.40,TRADE
NSW1,2017/08/01 03:30:00,6973.67,99.86,TRADE
NSW1,2017/08/01 04:00:00,6866.21,94.70,TRADE
NSW1,2017/08/01 04:30:00,6877.17,88.46,TRADE
NSW1,2017/08/01 05:00:00,6955.07,88.35,TRADE
NSW1,2017/08/01 05:30:00,7406.89,97.30,TRADE
NSW1,2017/08/01 06:00:00,7829.29,90.71,TRADE
NSW1,2017/08/01 06:30:00,8693.11,181.79,TRADE
NSW1,2017/08/01 07:00:00,9440.54,267.90,TRADE
NSW1,2017/08/01 07:30:00,9828.91,170.64,TRADE
NSW1,2017/08/01 08:00:00,9989.14,178.25,TRADE
NSW1,2017/08/01 08:30:00,9800.03,118.94,TRADE
NSW1,2017/08/01 09:00:00,9451.61,90.29,TRADE
NSW1,2017/08/01 09:30:00,9235.48,98.49,TRADE
NSW1,2017/08/01 10:00:00,9049.49,97.54,TRADE
NSW1,2017/08/01 10:30:00,8816.51,92.75,TRADE
NSW1,2017/08/01 11:00:00,8647.34,99.69,TRADE
NSW1,2017/08/01 11:30:00,8432.84,96.17,TRADE
NSW1,2017/08/01 12:00:00,8241.51,89.76,TRADE
NSW1,2017/08/01 12:30:00,8155.45,88.27,TRADE
NSW1,2017/08/01 13:00:00,8145.39,92.96,TRADE
NSW1,2017/08/01 13:30:00,8101.46,92.44,TRADE
NSW1,2017/08/01 14:00:00,8056.52,92.91,TRADE
NSW1,2017/08/01 14:30:00,8062.29,92.72,TRADE
NSW1,2017/08/01 15:00:00,8107.91,91.77,TRADE
NSW1,2017/08/01 15:30:00,8187.35,91.97,TRADE
NSW1,2017/08/01 16:00:00,8453.49,95,TRADE
NSW1,2017/08/01 16:30:00,8675.37,96.48,TRADE
NSW1,2017/08/01 17:00:00,9113.31,99.42,TRADE
NSW1,2017/08/01 17:30:00,9704.81,98.81,TRADE
NSW1,2017/08/01 18:00:00,10626.47,215.29,TRADE
NSW1,2017/08/01 18:30:00,10813.4,208.13,TRADE
NSW1,2017/08/01 19:00:00,10867.45,272.50,TRADE
NSW1,2017/08/01 19:30:00,10722.81,138.87,TRADE
NSW1,2017/08/01 20:00:00,10559.69,147.05,TRADE
NSW1,2017/08/01 20:30:00,10374.15,153.69,TRADE
NSW1,2017/08/01 21:00:00,10192.6,126.27,TRADE
NSW1,2017/08/01 21:30:00,9865.32,124.46,TRADE
NSW1,2017/08/01 22:00:00,9521.75,95.99,TRADE
