REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2019/11/01 00:30:00,7045.58,68.14,TRADE
NSW1,2019/11/01 01:00:00,6864.59,60.33,TRADE
NSW1,2019/11/01 01:30:00,6633.41,75.16,TRADE
NSW1,2019/11/01 02:00:00,6414.44,75.49,TRADE
NSW1,2019/11/01 02:30:00,6284.19,79.77,TRADE
NSW1,2019/11/01 03:00:00,6156.37,66.02,TRADE
NSW1,2019/11/01 03:30:00,6241.26,70.78,TRADE
NSW1,2019/11/01 04:00:00,6236.6,68.83,TRADE
NSW1,2019/11/01 04:30:00,6503.8,79.13,TRADE
NSW1,2019/11/01 05:00:00,6718.29,84.97,TRADE
NSW1,2019/11/01 05:30:00,7163.2,105.20,TRADE
NSW1,2019/11/01 06:00:00,7525.87,147.51,TRADE
NSW1,2019/11/01 06:30:00,7716.63,104.23,TRADE
NSW1,2019/11/01 07:00:00,7816.53,86.12,TRADE
NSW1,2019/11/01 07:30:00,7827.41,77.71,TRADE
NSW1,2019/11/01 08:00:00,7793.18,93.04,TRADE
NSW1,2019/11/01 08:30:00,7737.22,94.86,TRADE
NSW1,2019/11/01 09:00:00,7732.01,81,TRADE
NSW1,2019/11/01 09:30:00,7698.59,74.46,TRADE
NSW1,2019/11/01 10:00:00,7703.54,90.19,TRADE
NSW1,2019/11/01 10:30:00,7713.94,78.95,TRADE
NSW1,2019/11/01 11:00:00,7731,92.20,TRADE
NSW1,2019/11/01 11:30:00,7740.04,106.68,TRADE
NSW1,2019/11/01 12:00:00,7773.22,131.33,TRADE
NSW1,2019/11/01 12:30:00,7844.08,153.59,TRADE
NSW1,2019/11/01 13:00:00,7933.91,133.66,TRADE
NSW1,2019/11/01 13:30:00,8065.82,155.22,TRADE
NSW1,2019/11/01 14:00:00,8185.53,106.57,TRADE
NSW1,2019/11/01 14:30:00,8332.03,98.67,TRADE
NSW1,2019/11/01 15:00:00,8601.56,162.94,TRADE
NSW1,2019/11/01 15:30:00,8778.83,146.54,TRADE
NSW1,2019/11/01 16:00:00,8946.82,121.07,TRADE
NSW1,2019/11/01 16:30:00,9017.01,109.47,TRADE
NSW1,2019/11/01 17:00:00,9039.92,128.84,TRADE
NSW1,2019/11/01 17:30:00,8879.72,100.58,TRADE
NSW1,2019/11/01 18:00:00,8763.13,100.62,TRADE
NSW1,2019/11/01 18:30:00,8646.02,102.20,TRADE
