REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2017/01/01 00:30:00,7259.07,178.36,TRADE
NSW1,2017/01/01 01:00:00,7046.41,80.21,TRADE
NSW1,2017/01/01 01:30:00,6845.24,60.85,TRADE
NSW1,2017/01/01 02:00:00,6629.92,49.42,TRADE
NSW1,2017/01/01 02:30:00,6472.71,60.51,TRADE
NSW1,2017/01/01 03:00:00,6373.64,55.98,TRADE
NSW1,2017/01/01 03:30:00,6287.67,51.09,TRADE
NSW1,2017/01/01 04:00:00,6225.3,51.85,TRADE
NSW1,2017/01/01 04:30:00,6212.98,57.02,TRADE
NSW1,2017/01/01 05:00:00,6175.33,55.67,TRADE
NSW1,2017/01/01 05:30:00,6179.87,53.92,TRADE
NSW1,2017/01/01 06:00:00,6219.58,46.22,TRADE
NSW1,2017/01/01 06:30:00,6314.27,46.14,TRADE
NSW1,2017/01/01 07:00:00,6443.15,46.31,TRADE
NSW1,2017/01/01 07:30:00,6660.33,45.32,TRADE
NSW1,2017/01/01 08:00:00,6852.99,45.71,TRADE
NSW1,2017/01/01 08:30:00,7071.57,47.90,TRADE
NSW1,2017/01/01 09:00:00,7229.61,52.11,TRADE
NSW1,2017/01/01 09:30:00,7393.02,56.71,TRADE
NSW1,2017/01/01 10:00:00,7496.67,53.26,TRADE
NSW1,2017/01/01 10:30:00,7659.46,67.47,TRADE
NSW1,2017/01/01 11:00:00,7781.35,61.65,TRADE
NSW1,2017/01/01 11:30:00,7876.15,80.32,TRADE
NSW1,2017/01/01 12:00:00,7985.04,102.75,TRADE
NSW1,2017/01/01 12:30:00,8030.25,51.84,TRADE
NSW1,2017/01/01 13:00:00,8104.48,92.12,TRADE
NSW1,2017/01/01 13:30:00,8129.77,70.69,TRADE
NSW1,2017/01/01 14:00:00,8159.3,60.57,TRADE
NSW1,2017/01/01 14:30:00,8150.51,61.71,TRADE
NSW1,2017/01/01 15:00:00,8150.73,62.03,TRADE
NSW1,2017/01/01 15:30:00,8115.43,51.58,TRADE
NSW1,2017/01/01 16:00:00,8110.22,47.95,TRADE
NSW1,2017/01/01 16:30:00,8101.4,50.73,TRADE
NSW1,2017/01/01 17:00:00,8205.1,60.86,TRADE
NSW1,2017/01/01 17:30:00,8186.67,57.59,TRADE
NSW1,2017/01/01 18:00:00,8202.25,58.73,TRADE
NSW1,2017/01/01 18:30:00,8176.77,59.84,TRADE
NSW1,2017/01/01 19:00:00,8078.68,59.06,TRADE
NSW1,2017/01/01 19:30:00,8050.99,49.99,TRADE
NSW1,2017/01/01 20:00:00,8026.04,49.99,TRADE
NSW1,2017/01/01 20:30:00,7900.39,49.92,TRADE
NSW1,2017/01/01 21:00:00,7767.11,49.99,TRADE
NSW1,2017/01/01 21:30:00,7714.4,49.99,TRADE
NSW1,2017/01/01 22:00:00,7527.04,50.86,TRADE
NSW1,2017/01/01 22:30:00,7429.52,58.62,TRADE
NSW1,2017/01/01 23:00:00,7185.84,50.18,TRADE
NSW1,2017/01/01 23:30:00,6969.8,52.33,TRADE
NSW1,2017/01/02 00:00:00,6847.27,55.91,TRADE
NSW1,2017/01/02 00:30:00,6678.33,49.93,TRADE
NSW1,2017/01/02 01:00:00,6487.85,46.44,TRADE
NSW1,2017/01/02 01:30:00,6253.1,43.22,TRADE
NSW1,2017/01/02 02:00:00,6038.54,40.96,TRADE
NSW1,2017/01/02 02:30:00,5982.64,48.32,TRADE
NSW1,2017/01/02 03:00:00,5953.05,45.24,TRADE
NSW1,2017/01/02 03:30:00,5888.62,46.96,TRADE
NSW1,2017/01/02 04:00:00,5914.29,42.60,TRADE
NSW1,2017/01/02 04:30:00,5922.03,46.13,TRADE
NSW1,2017/01/02 05:00:00,5947.2,46.29,TRADE
NSW1,2017/01/02 05:30:00,6069.99,49.80,TRADE
NSW1,2017/01/02 06:00:00,6186.98,46.90,TRADE
NSW1,2017/01/02 06:30:00,6376.48,48.61,TRADE
NSW1,2017/01/02 07:00:00,6545.79,46.65,TRADE
NSW1,2017/01/02 07:30:00,6767.69,53.96,TRADE
NSW1,2017/01/02 08:00:00,6958.04,54.51,TRADE
NSW1,2017/01/02 08:30:00,7187.32,55.51,TRADE
NSW1,2017/01/02 09:00:00,7321.76,59.51,TRADE
NSW1,2017/01/02 09:30:00,7368.74,59.09,TRADE
NSW1,2017/01/02 10:00:00,7433.24,60.71,TRADE
NSW1,2017/01/02 10:30:00,7474.09,69.92,TRADE
NSW1,2017/01/02 11:00:00,7347.57,63.59,TRADE
NSW1,2017/01/02 11:30:00,7382.35,69.92,TRADE
NSW1,2017/01/02 12:00:00,7392.09,67.58,TRADE
NSW1,2017/01/02 12:30:00,7385.98,68.57,TRADE
NSW1,2017/01/02 13:00:00,7414.36,69.91,TRADE
NSW1,2017/01/02 13:30:00,7374.1,60.58,TRADE
NSW1,2017/01/02 14:00:00,7383.46,75.14,TRADE
NSW1,2017/01/02 14:30:00,7454.4,69.84,TRADE
NSW1,2017/01/02 15:00:00,7549.5,79.52,TRADE
NSW1,2017/01/02 15:30:00,7506.49,60.40,TRADE
