REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2017/04/01 00:30:00,7021.8,105.59,TRADE
NSW1,2017/04/01 01:00:00,6778.29,106.21,TRADE
NSW1,2017/04/01 01:30:00,6455.21,99.89,TRADE
NSW1,2017/04/01 02:00:00,6196.74,86.94,TRADE
NSW1,2017/04/01 02:30:00,6022.94,63.52,TRADE
NSW1,2017/04/01 03:00:00,5949.16,61.45,TRADE
NSW1,2017/04/01 03:30:00,5882.08,60.45,TRADE
NSW1,2017/04/01 04:00:00,5891.2,67.63,TRADE
NSW1,2017/04/01 04:30:00,5985.49,71.17,TRADE
NSW1,2017/04/01 05:00:00,6066.92,82.62,TRADE
NSW1,2017/04/01 05:30:00,6289.26,115.89,TRADE
NSW1,2017/04/01 06:00:00,6500.57,114.95,TRADE
NSW1,2017/04/01 06:30:00,6785.81,124.92,TRADE
NSW1,2017/04/01 07:00:00,7084.14,149.87,TRADE
NSW1,2017/04/01 07:30:00,7339.77,148,TRADE
NSW1,2017/04/01 08:00:00,7454.68,135.30,TRADE
NSW1,2017/04/01 08:30:00,7578.3,127.94,TRADE
NSW1,2017/04/01 09:00:00,7493.76,118.55,TRADE
NSW1,2017/04/01 09:30:00,7469.58,108.35,TRADE
NSW1,2017/04/01 10:00:00,7300.96,104.55,TRADE
NSW1,2017/04/01 10:30:00,7162.11,83.59,TRADE
NSW1,2017/04/01 11:00:00,7092.04,98.21,TRADE
NSW1,2017/04/01 11:30:00,7025.05,106.01,TRADE
NSW1,2017/04/01 12:00:00,7013.76,102.78,TRADE
NSW1,2017/04/01 12:30:00,7010.4,88.78,TRADE
NSW1,2017/04/01 13:00:00,6998.22,94.95,TRADE
NSW1,2017/04/01 13:30:00,7007.28,90.21,TRADE
NSW1,2017/04/01 14:00:00,7019.14,89.90,TRADE
NSW1,2017/04/01 14:30:00,7057.67,90.30,TRADE
NSW1,2017/04/01 15:00:00,7094.82,94.82,TRADE
NSW1,2017/04/01 15:30:00,7158.74,102.67,TRADE
NSW1,2017/04/01 16:00:00,7302.78,105.65,TRADE
NSW1,2017/04/01 16:30:00,7337.35,97.13,TRADE
NSW1,2017/04/01 17:00:00,7493.98,128.54,TRADE
NSW1,2017/04/01 17:30:00,7554.75,108.88,TRADE
NSW1,2017/04/01 18:00:00,7609.31,124.34,TRADE
NSW1,2017/04/01 18:30:00,7697.33,186.78,TRADE
NSW1,2017/04/01 19:00:00,7636.82,137.63,TRADE
NSW1,2017/04/01 19:30:00,7514.52,99.47,TRADE
NSW1,2017/04/01 20:00:00,7385.15,96.84,TRADE
NSW1,2017/04/01 20:30:00,7299.9,105.40,TRADE
NSW1,2017/04/01 21:00:00,7159.81,98.80,TRADE
NSW1,2017/04/01 21:30:00,7112.48,80.55,TRADE
NSW1,2017/04/01 22:00:00,7013.03,82.30,TRADE
NSW1,2017/04/01 22:30:00,7013.64,92.73,TRADE
NSW1,2017/04/01 23:00:00,6812.5,100.28,TRADE
NSW1,2017/04/01 23:30:00,6736.31,103.43,TRADE
NSW1,2017/04/02 00:00:00,6657.15,101.09,TRADE
NSW1,2017/04/02 00:30:00,6487.68,69.46,TRADE
NSW1,2017/04/02 01:00:00,6302,69.29,TRADE
NSW1,2017/04/02 01:30:00,6031.72,69.39,TRADE
NSW1,2017/04/02 02:00:00,5855.51,69.47,TRADE
NSW1,2017/04/02 02:30:00,5720.85,71.50,TRADE
NSW1,2017/04/02 03:00:00,5627.12,69.78,TRADE
NSW1,2017/04/02 03:30:00,5602.92,70.92,TRADE
NSW1,2017/04/02 04:00:00,5568.14,69.86,TRADE
NSW1,2017/04/02 04:30:00,5586.62,65.70,TRADE
NSW1,2017/04/02 05:00:00,5600.81,69.78,TRADE
NSW1,2017/04/02 05:30:00,5658.12,69.96,TRADE
NSW1,2017/04/02 06:00:00,5764.94,69.67,TRADE
NSW1,2017/04/02 06:30:00,5957.32,73.98,TRADE
NSW1,2017/04/02 07:00:00,6182.01,79.67,TRADE
NSW1,2017/04/02 07:30:00,6459.76,102.40,TRADE
NSW1,2017/04/02 08:00:00,6718.76,80.18,TRADE
NSW1,2017/04/02 08:30:00,6965.61,94.36,TRADE
NSW1,2017/04/02 09:00:00,7194.24,109.27,TRADE
NSW1,2017/04/02 09:30:00,7256.45,90.38,TRADE
NSW1,2017/04/02 10:00:00,7252.03,87.56,TRADE
NSW1,2017/04/02 10:30:00,7291.92,84.16,TRADE
NSW1,2017/04/02 11:00:00,7229.54,95.34,TRADE
NSW1,2017/04/02 11:30:00,7168.48,119.78,TRADE
NSW1,2017/04/02 12:00:00,7158.11,109.15,TRADE
NSW1,2017/04/02 12:30:00,7141.63,104.56,TRADE
NSW1,2017/04/02 13:00:00,7081.55,104.34,TRADE
NSW1,2017/04/02 13:30:00,7016.5,105.71,TRADE
NSW1,2017/04/02 14:00:00,6974.07,103.80,TRADE
NSW1,2017/04/02 14:30:00,6987.44,90.07,TRADE
NSW1,2017/04/02 15:00:00,7027.93,100.38,TRADE
NSW1,2017/04/02 15:30:00,7088.18,105.97,TRADE
NSW1,2017/04/02 16:00:00,7239.73,114.85,TRADE
NSW1,2017/04/02 16:30:00,7351.1,97.68,TRADE
NSW1,2017/04/02 17:00:00,7487.25,101.98,TRADE
NSW1,2017/04/02 17:30:00,7650.81,111.46,TRADE
NSW1,2017/04/02 18:00:00,7898.86,117.09,TRADE
NSW1,2017/04/02 18:30:00,8211.91,168.23,TRADE
NSW1,2017/04/02 19:00:00,8155.47,171.55,TRADE
NSW1,2017/04/02 19:30:00,7999.2,124.06,TRADE
NSW1,2017/04/02 20:00:00,7734.41,91.65,TRADE
NSW1,2017/04/02 20:30:00,7521,94.03,TRADE
NSW1,2017/04/02 21:00:00,7371.21,92.25,TRADE
NSW1,2017/04/02 21:30:00,7268.25,88.16,TRADE
NSW1,2017/04/02 22:00:00,7135.59,77.77,TRADE
NSW1,2017/04/02 22:30:00,7106.34,69.22,TRADE
NSW1,2017/04/02 23:00:00,6946.83,73.50,TRADE
NSW1,2017/04/02 23:30:00,6886.14,78.61,TRADE
NSW1,2017/04/03 00:00:00,6804.24,79.93,TRADE
NSW1,2017/04/03 00:30:00,6694.62,65.63,TRADE
NSW1,2017/04/03 01:00:00,6533.94,69.58,TRADE
NSW1,2017/04/03 01:30:00,6303.94,66.13,TRADE
NSW1,2017/04/03 02:00:00,6161.19,64.19,TRADE
