REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2019/12/01 00:30:00,6591.84,43.30,TRADE
NSW1,2019/12/01 01:00:00,6436.28,44.27,TRADE
NSW1,2019/12/01 01:30:00,6190.87,42.56,TRADE
NSW1,2019/12/01 02:00:00,6008.96,40,TRADE
NSW1,2019/12/01 02:30:00,5911,54.86,TRADE
NSW1,2019/12/01 03:00:00,5845.74,42.48,TRADE
NSW1,2019/12/01 03:30:00,5844.29,38.99,TRADE
NSW1,2019/12/01 04:00:00,5848.91,38.43,TRADE
NSW1,2019/12/01 04:30:00,5903.53,39.18,TRADE
NSW1,2019/12/01 05:00:00,5903.19,38.42,TRADE
NSW1,2019/12/01 05:30:00,5990.05,39.02,TRADE
NSW1,2019/12/01 06:00:00,6085.76,38.43,TRADE
NSW1,2019/12/01 06:30:00,6167.94,40.11,TRADE
NSW1,2019/12/01 07:00:00,6365.65,43.47,TRADE
NSW1,2019/12/01 07:30:00,6516.16,41.58,TRADE
NSW1,2019/12/01 08:00:00,6531.12,41.35,TRADE
NSW1,2019/12/01 08:30:00,6636.96,40.11,TRADE
NSW1,2019/12/01 09:00:00,6647.72,33.33,TRADE
NSW1,2019/12/01 09:30:00,6596.55,31.76,TRADE
NSW1,2019/12/01 10:00:00,6506.88,22.35,TRADE
NSW1,2019/12/01 10:30:00,6443.61,23.73,TRADE
NSW1,2019/12/01 11:00:00,6385.61,36.43,TRADE
NSW1,2019/12/01 11:30:00,6390.68,44.16,TRADE
NSW1,2019/12/01 12:00:00,6329.49,39.48,TRADE
NSW1,2019/12/01 12:30:00,6237.55,36.90,TRADE
NSW1,2019/12/01 13:00:00,6190.2,36.34,TRADE
NSW1,2019/12/01 13:30:00,6219.63,43.28,TRADE
NSW1,2019/12/01 14:00:00,6343.58,40.34,TRADE
NSW1,2019/12/01 14:30:00,6471.19,37.66,TRADE
NSW1,2019/12/01 15:00:00,6638.52,41.01,TRADE
NSW1,2019/12/01 15:30:00,6831.79,44.36,TRADE
NSW1,2019/12/01 16:00:00,7112.07,50.62,TRADE
NSW1,2019/12/01 16:30:00,7357.02,49.06,TRADE
NSW1,2019/12/01 17:00:00,7558.12,61.32,TRADE
NSW1,2019/12/01 17:30:00,7733.53,63.80,TRADE
NSW1,2019/12/01 18:00:00,7814.35,59.18,TRADE
NSW1,2019/12/01 18:30:00,7833.32,59.43,TRADE
NSW1,2019/12/01 19:00:00,7831.46,68.24,TRADE
NSW1,2019/12/01 19:30:00,7897.46,70.57,TRADE
NSW1,2019/12/01 20:00:00,7791.5,65.63,TRADE
NSW1,2019/12/01 20:30:00,7641.43,54.69,TRADE
NSW1,2019/12/01 21:00:00,7472.17,56.61,TRADE
NSW1,2019/12/01 21:30:00,7274.98,43.64,TRADE
NSW1,2019/12/01 22:00:00,7106.62,38.42,TRADE
NSW1,2019/12/01 22:30:00,7073.62,38.68,TRADE
NSW1,2019/12/01 23:00:00,6869.39,38.72,TRADE
NSW1,2019/12/01 23:30:00,6678.68,38.42,TRADE
NSW1,2019/12/02 00:00:00,6595.86,35.20,TRADE
NSW1,2019/12/02 00:30:00,6438.81,36.35,TRADE
NSW1,2019/12/02 01:00:00,6311.66,34.32,TRADE
NSW1,2019/12/02 01:30:00,6055.55,36,TRADE
NSW1,2019/12/02 02:00:00,5895.71,38.78,TRADE
NSW1,2019/12/02 02:30:00,5883.6,38.40,TRADE
NSW1,2019/12/02 03:00:00,5847.81,34.17,TRADE
NSW1,2019/12/02 03:30:00,5849.42,27.42,TRADE
NSW1,2019/12/02 04:00:00,5880.41,30.58,TRADE
NSW1,2019/12/02 04:30:00,6100.57,28.46,TRADE
NSW1,2019/12/02 05:00:00,6311.27,38.79,TRADE
NSW1,2019/12/02 05:30:00,6724.36,42.97,TRADE
NSW1,2019/12/02 06:00:00,7140.67,64.19,TRADE
NSW1,2019/12/02 06:30:00,7438,46.32,TRADE
NSW1,2019/12/02 07:00:00,7618.41,43.67,TRADE
NSW1,2019/12/02 07:30:00,7584.64,38.19,TRADE
NSW1,2019/12/02 08:00:00,7581.26,38.32,TRADE
NSW1,2019/12/02 08:30:00,7660.71,43.56,TRADE
NSW1,2019/12/02 09:00:00,7487.7,20.58,TRADE
NSW1,2019/12/02 09:30:00,7400.33,40.49,TRADE
NSW1,2019/12/02 10:00:00,7371.8,37.57,TRADE
NSW1,2019/12/02 10:30:00,7310.54,38.04,TRADE
NSW1,2019/12/02 11:00:00,7337.34,39.69,TRADE
NSW1,2019/12/02 11:30:00,7367.79,35.14,TRADE
NSW1,2019/12/02 12:00:00,7268.13,34.05,TRADE
NSW1,2019/12/02 12:30:00,7103.01,32.82,TRADE
NSW1,2019/12/02 13:00:00,7103.44,38.40,TRADE
NSW1,2019/12/02 13:30:00,7148.96,39.48,TRADE
NSW1,2019/12/02 14:00:00,7100.06,36.27,TRADE
NSW1,2019/12/02 14:30:00,7089.35,38.87,TRADE
NSW1,2019/12/02 15:00:00,7239.07,39.18,TRADE
NSW1,2019/12/02 15:30:00,7353.45,39.77,TRADE
NSW1,2019/12/02 16:00:00,7536.4,44.03,TRADE
NSW1,2019/12/02 16:30:00,7718.49,28,TRADE
NSW1,2019/12/02 17:00:00,7961.69,38.28,TRADE
NSW1,2019/12/02 17:30:00,7999.13,33.88,TRADE
NSW1,2019/12/02 18:00:00,8050.13,36.46,TRADE
NSW1,2019/12/02 18:30:00,8049.66,48.77,TRADE
NSW1,2019/12/02 19:00:00,8070.64,56.74,TRADE
NSW1,2019/12/02 19:30:00,8101.64,59.35,TRADE
NSW1,2019/12/02 20:00:00,8032.3,59.46,TRADE
NSW1,2019/12/02 20:30:00,7794.85,49.05,TRADE
NSW1,2019/12/02 21:00:00,7554.12,32.09,TRADE
NSW1,2019/12/02 21:30:00,7497.72,40.72,TRADE
NSW1,2019/12/02 22:00:00,7366.72,28.01,TRADE
NSW1,2019/12/02 22:30:00,7319.3,41.98,TRADE
NSW1,2019/12/02 23:00:00,7147,38.41,TRADE
NSW1,2019/12/02 23:30:00,7041.64,38.41,TRADE
NSW1,2019/12/03 00:00:00,6946.8,44.66,TRADE
NSW1,2019/12/03 00:30:00,6825.93,38.42,TRADE
NSW1,2019/12/03 01:00:00,6658.59,39.13,TRADE
NSW1,2019/12/03 01:30:00,6381.83,37.35,TRADE
NSW1,2019/12/03 02:00:00,6183.24,38.99,TRADE
NSW1,2019/12/03 02:30:00,6045.53,38.42,TRADE
NSW1,2019/12/03 03:00:00,5952.59,38.38,TRADE
NSW1,2019/12/03 03:30:00,5976.71,36.26,TRADE
NSW1,2019/12/03 04:00:00,6061.48,27.37,TRADE
NSW1,2019/12/03 04:30:00,6269.79,38.42,TRADE
NSW1,2019/12/03 05:00:00,6443.03,41.95,TRADE
NSW1,2019/12/03 05:30:00,6899.88,55.25,TRADE
NSW1,2019/12/03 06:00:00,7241.8,56.62,TRADE
NSW1,2019/12/03 06:30:00,7443.05,40.36,TRADE
NSW1,2019/12/03 07:00:00,7517.51,33.50,TRADE
NSW1,2019/12/03 07:30:00,7403.24,34.17,TRADE
NSW1,2019/12/03 08:00:00,7199.51,38.39,TRADE
NSW1,2019/12/03 08:30:00,7139.02,38.69,TRADE
NSW1,2019/12/03 09:00:00,7019.84,38.40,TRADE
NSW1,2019/12/03 09:30:00,6969.4,40.10,TRADE
NSW1,2019/12/03 10:00:00,6951.31,37.67,TRADE
NSW1,2019/12/03 10:30:00,6808.91,40.33,TRADE
NSW1,2019/12/03 11:00:00,6814.56,38.90,TRADE
NSW1,2019/12/03 11:30:00,6854.35,39.24,TRADE
NSW1,2019/12/03 12:00:00,6851.45,38.40,TRADE
NSW1,2019/12/03 12:30:00,6917.59,39.22,TRADE
NSW1,2019/12/03 13:00:00,7014.73,39.75,TRADE
NSW1,2019/12/03 13:30:00,7105.48,40.70,TRADE
NSW1,2019/12/03 14:00:00,7250.2,43.54,TRADE
NSW1,2019/12/03 14:30:00,7403.21,38.38,TRADE
NSW1,2019/12/03 15:00:00,7546.64,39.77,TRADE
NSW1,2019/12/03 15:30:00,7806.48,40.54,TRADE
NSW1,2019/12/03 16:00:00,8028.28,42.50,TRADE
NSW1,2019/12/03 16:30:00,8161.15,41.31,TRADE
NSW1,2019/12/03 17:00:00,8402.62,44.32,TRADE
NSW1,2019/12/03 17:30:00,8393.9,40.81,TRADE
NSW1,2019/12/03 18:00:00,8471.69,52.83,TRADE
NSW1,2019/12/03 18:30:00,8370.75,53.95,TRADE
NSW1,2019/12/03 19:00:00,8334.81,66.48,TRADE
NSW1,2019/12/03 19:30:00,8320.46,63.53,TRADE
NSW1,2019/12/03 20:00:00,8241.98,59.74,TRADE
NSW1,2019/12/03 20:30:00,8117.4,62.13,TRADE
NSW1,2019/12/03 21:00:00,7866.48,52.68,TRADE
NSW1,2019/12/03 21:30:00,7742.26,53.36,TRADE
NSW1,2019/12/03 22:00:00,7589.84,49.60,TRADE
NSW1,2019/12/03 22:30:00,7510.71,55.70,TRADE
NSW1,2019/12/03 23:00:00,7377.92,47.32,TRADE
