REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2017/06/01 00:30:00,8572.87,88.52,TRADE
NSW1,2017/06/01 01:00:00,8371.16,90.09,TRADE
NSW1,2017/06/01 01:30:00,8130.71,77.04,TRADE
NSW1,2017/06/01 02:00:00,7955.09,70.60,TRADE
NSW1,2017/06/01 02:30:00,7593.76,74.82,TRADE
NSW1,2017/06/01 03:00:00,7344.15,74,TRADE
NSW1,2017/06/01 03:30:00,7148.16,80.49,TRADE
NSW1,2017/06/01 04:00:00,7067.28,83.06,TRADE
NSW1,2017/06/01 04:30:00,7038.55,94.54,TRADE
NSW1,2017/06/01 05:00:00,7169.65,92.88,TRADE
NSW1,2017/06/01 05:30:00,7565.74,95.45,TRADE
NSW1,2017/06/01 06:00:00,8011.63,97.38,TRADE
NSW1,2017/06/01 06:30:00,8857.61,102.98,TRADE
NSW1,2017/06/01 07:00:00,9631.42,187.42,TRADE
NSW1,2017/06/01 07:30:00,10091.15,113.17,TRADE
NSW1,2017/06/01 08:00:00,10427.01,203.39,TRADE
NSW1,2017/06/01 08:30:00,10276.36,114.74,TRADE
NSW1,2017/06/01 09:00:00,9926.04,92.56,TRADE
NSW1,2017/06/01 09:30:00,9758.9,98.67,TRADE
NSW1,2017/06/01 10:00:00,9540.28,97.41,TRADE
NSW1,2017/06/01 10:30:00,9323.49,94.96,TRADE
NSW1,2017/06/01 11:00:00,9083.89,89.11,TRADE
NSW1,2017/06/01 11:30:00,8864.3,88.26,TRADE
NSW1,2017/06/01 12:00:00,8700.42,86.38,TRADE
NSW1,2017/06/01 12:30:00,8591.27,77.32,TRADE
NSW1,2017/06/01 13:00:00,8539.26,83.66,TRADE
NSW1,2017/06/01 13:30:00,8491.18,83.24,TRADE
NSW1,2017/06/01 14:00:00,8470.89,81.76,TRADE
NSW1,2017/06/01 14:30:00,8483.58,84.17,TRADE
NSW1,2017/06/01 15:00:00,8543.67,90.55,TRADE
NSW1,2017/06/01 15:30:00,8668.69,92.21,TRADE
NSW1,2017/06/01 16:00:00,8930.52,106.91,TRADE
NSW1,2017/06/01 16:30:00,9218.9,114.87,TRADE
NSW1,2017/06/01 17:00:00,9735.82,110.28,TRADE
NSW1,2017/06/01 17:30:00,10498.94,119.79,TRADE
NSW1,2017/06/01 18:00:00,11074.79,203.88,TRADE
NSW1,2017/06/01 18:30:00,11126.74,171.18,TRADE
NSW1,2017/06/01 19:00:00,11072.95,153.99,TRADE
NSW1,2017/06/01 19:30:00,10869.6,120.88,TRADE
NSW1,2017/06/01 20:00:00,10684.24,127.02,TRADE
NSW1,2017/06/01 20:30:00,10489.53,151.37,TRADE
NSW1,2017/06/01 21:00:00,10243.21,113.80,TRADE
