REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2018/12/01 00:30:00,7030.27,100.34,TRADE
NSW1,2018/12/01 01:00:00,6835.49,103.33,TRADE
NSW1,2018/12/01 01:30:00,6552.44,88.18,TRADE
NSW1,2018/12/01 02:00:00,6331.32,85.90,TRADE
NSW1,2018/12/01 02:30:00,6122.34,84.29,TRADE
NSW1,2018/12/01 03:00:00,6023.74,74.97,TRADE
NSW1,2018/12/01 03:30:00,6002.38,78.33,TRADE
NSW1,2018/12/01 04:00:00,6069.66,79.41,TRADE
NSW1,2018/12/01 04:30:00,6164.62,75.54,TRADE
NSW1,2018/12/01 05:00:00,6191.58,66.96,TRADE
NSW1,2018/12/01 05:30:00,6339.7,69.09,TRADE
NSW1,2018/12/01 06:00:00,6456.91,72.65,TRADE
NSW1,2018/12/01 06:30:00,6619.62,78.90,TRADE
NSW1,2018/12/01 07:00:00,6746.24,53.85,TRADE
NSW1,2018/12/01 07:30:00,6951.97,58.32,TRADE
NSW1,2018/12/01 08:00:00,7006.27,63.67,TRADE
NSW1,2018/12/01 08:30:00,7143.93,64.60,TRADE
NSW1,2018/12/01 09:00:00,7033.35,53.14,TRADE
NSW1,2018/12/01 09:30:00,7032.16,52.91,TRADE
NSW1,2018/12/01 10:00:00,6947.39,51.01,TRADE
NSW1,2018/12/01 10:30:00,6873.6,52.25,TRADE
NSW1,2018/12/01 11:00:00,6914.12,55.27,TRADE
NSW1,2018/12/01 11:30:00,6858.87,55.70,TRADE
NSW1,2018/12/01 12:00:00,6832.6,57.40,TRADE
NSW1,2018/12/01 12:30:00,6807.96,56.05,TRADE
NSW1,2018/12/01 13:00:00,6848.02,71.65,TRADE
NSW1,2018/12/01 13:30:00,7037.5,78.76,TRADE
NSW1,2018/12/01 14:00:00,7140.96,111.46,TRADE
NSW1,2018/12/01 14:30:00,7280.81,97.69,TRADE
NSW1,2018/12/01 15:00:00,7512.16,134.70,TRADE
NSW1,2018/12/01 15:30:00,7702.66,97.84,TRADE
NSW1,2018/12/01 16:00:00,7883.78,162.39,TRADE
NSW1,2018/12/01 16:30:00,8005.71,122.89,TRADE
NSW1,2018/12/01 17:00:00,8167,101.24,TRADE
NSW1,2018/12/01 17:30:00,8207.18,122.87,TRADE
NSW1,2018/12/01 18:00:00,8257.81,138.10,TRADE
NSW1,2018/12/01 18:30:00,8144.97,114.14,TRADE
NSW1,2018/12/01 19:00:00,8023.92,107.79,TRADE
NSW1,2018/12/01 19:30:00,8087.46,159.68,TRADE
NSW1,2018/12/01 20:00:00,8037.29,111.10,TRADE
NSW1,2018/12/01 20:30:00,7827.29,93.41,TRADE
NSW1,2018/12/01 21:00:00,7689.67,81.44,TRADE
NSW1,2018/12/01 21:30:00,7561.96,81.78,TRADE
NSW1,2018/12/01 22:00:00,7436.81,72.85,TRADE
NSW1,2018/12/01 22:30:00,7363.39,71.52,TRADE
NSW1,2018/12/01 23:00:00,7146.79,59.58,TRADE
NSW1,2018/12/01 23:30:00,6920.61,59.54,TRADE
NSW1,2018/12/02 00:00:00,6781.9,48.75,TRADE
NSW1,2018/12/02 00:30:00,6640.28,53.28,TRADE
NSW1,2018/12/02 01:00:00,6485.84,48.44,TRADE
NSW1,2018/12/02 01:30:00,6223.18,53.33,TRADE
NSW1,2018/12/02 02:00:00,6063.49,62.26,TRADE
NSW1,2018/12/02 02:30:00,5909.74,55.90,TRADE
NSW1,2018/12/02 03:00:00,5832.36,56.75,TRADE
NSW1,2018/12/02 03:30:00,5766.62,52.75,TRADE
NSW1,2018/12/02 04:00:00,5731.18,54.63,TRADE
NSW1,2018/12/02 04:30:00,5726.22,51.73,TRADE
NSW1,2018/12/02 05:00:00,5698.62,49.56,TRADE
NSW1,2018/12/02 05:30:00,5816.66,39.90,TRADE
NSW1,2018/12/02 06:00:00,5910.35,40.38,TRADE
NSW1,2018/12/02 06:30:00,6060.38,13.53,TRADE
NSW1,2018/12/02 07:00:00,6232.64,28.90,TRADE
NSW1,2018/12/02 07:30:00,6455.38,48.66,TRADE
NSW1,2018/12/02 08:00:00,6608.68,52.82,TRADE
NSW1,2018/12/02 08:30:00,6666.75,46.63,TRADE
NSW1,2018/12/02 09:00:00,6662.33,58.17,TRADE
NSW1,2018/12/02 09:30:00,6932.2,68.48,TRADE
NSW1,2018/12/02 10:00:00,7002.65,57.26,TRADE
NSW1,2018/12/02 10:30:00,7032.15,72.73,TRADE
NSW1,2018/12/02 11:00:00,7091.78,121.57,TRADE
NSW1,2018/12/02 11:30:00,7246.55,109.18,TRADE
NSW1,2018/12/02 12:00:00,7396.15,118.27,TRADE
NSW1,2018/12/02 12:30:00,7410.53,97.26,TRADE
NSW1,2018/12/02 13:00:00,7454.27,81.66,TRADE
NSW1,2018/12/02 13:30:00,7608.4,126.38,TRADE
NSW1,2018/12/02 14:00:00,7838.11,90.29,TRADE
NSW1,2018/12/02 14:30:00,8008.72,96.85,TRADE
NSW1,2018/12/02 15:00:00,8256.86,86.25,TRADE
NSW1,2018/12/02 15:30:00,8479.75,111.58,TRADE
NSW1,2018/12/02 16:00:00,8688.88,70.76,TRADE
NSW1,2018/12/02 16:30:00,8828.9,86.58,TRADE
NSW1,2018/12/02 17:00:00,9024.17,94.25,TRADE
NSW1,2018/12/02 17:30:00,8997.14,93.96,TRADE
NSW1,2018/12/02 18:00:00,8844.91,89.92,TRADE
NSW1,2018/12/02 18:30:00,8546.31,80.40,TRADE
NSW1,2018/12/02 19:00:00,8321.06,77.92,TRADE
NSW1,2018/12/02 19:30:00,8349.69,90.31,TRADE
NSW1,2018/12/02 20:00:00,8180.23,85.16,TRADE
NSW1,2018/12/02 20:30:00,7941.21,80.91,TRADE
NSW1,2018/12/02 21:00:00,7665.68,73.41,TRADE
NSW1,2018/12/02 21:30:00,7430.87,63.66,TRADE
NSW1,2018/12/02 22:00:00,7239.61,66.83,TRADE
NSW1,2018/12/02 22:30:00,7130.57,69.24,TRADE
NSW1,2018/12/02 23:00:00,6900.77,59.92,TRADE
NSW1,2018/12/02 23:30:00,6779.64,60.15,TRADE
NSW1,2018/12/03 00:00:00,6642.78,49.51,TRADE
NSW1,2018/12/03 00:30:00,6536.38,50.57,TRADE
NSW1,2018/12/03 01:00:00,6376.88,34.14,TRADE
NSW1,2018/12/03 01:30:00,6152.02,54.08,TRADE
NSW1,2018/12/03 02:00:00,5978.36,45.77,TRADE
NSW1,2018/12/03 02:30:00,5903.29,49,TRADE
NSW1,2018/12/03 03:00:00,5891.41,48.22,TRADE
NSW1,2018/12/03 03:30:00,5899.02,48.87,TRADE
NSW1,2018/12/03 04:00:00,5991.38,42.18,TRADE
NSW1,2018/12/03 04:30:00,6153.34,51.34,TRADE
NSW1,2018/12/03 05:00:00,6298.43,54.01,TRADE
NSW1,2018/12/03 05:30:00,6790.72,64.28,TRADE
NSW1,2018/12/03 06:00:00,7169.36,62.65,TRADE
NSW1,2018/12/03 06:30:00,7481.51,85.77,TRADE
NSW1,2018/12/03 07:00:00,7622.47,81.91,TRADE
NSW1,2018/12/03 07:30:00,7677.63,69.88,TRADE
NSW1,2018/12/03 08:00:00,7591.22,61.50,TRADE
NSW1,2018/12/03 08:30:00,7599.01,60.10,TRADE
NSW1,2018/12/03 09:00:00,7522.18,58.74,TRADE
NSW1,2018/12/03 09:30:00,7543.1,60.31,TRADE
NSW1,2018/12/03 10:00:00,7483.68,61.26,TRADE
NSW1,2018/12/03 10:30:00,7528.55,59.36,TRADE
NSW1,2018/12/03 11:00:00,7517.59,61.88,TRADE
NSW1,2018/12/03 11:30:00,7497.17,59.61,TRADE
NSW1,2018/12/03 12:00:00,7562.17,60.06,TRADE
NSW1,2018/12/03 12:30:00,7598.21,58.76,TRADE
NSW1,2018/12/03 13:00:00,7717.86,58.72,TRADE
NSW1,2018/12/03 13:30:00,7816.11,67.96,TRADE
NSW1,2018/12/03 14:00:00,7954.25,65.22,TRADE
NSW1,2018/12/03 14:30:00,8105.22,64.06,TRADE
NSW1,2018/12/03 15:00:00,8447.58,87.62,TRADE
NSW1,2018/12/03 15:30:00,8645.65,125.08,TRADE
NSW1,2018/12/03 16:00:00,8901.41,93.08,TRADE
NSW1,2018/12/03 16:30:00,9030.86,88.87,TRADE
NSW1,2018/12/03 17:00:00,9175.87,91.06,TRADE
NSW1,2018/12/03 17:30:00,9151.12,78.37,TRADE
NSW1,2018/12/03 18:00:00,9167.08,90.78,TRADE
NSW1,2018/12/03 18:30:00,9015.61,83.14,TRADE
NSW1,2018/12/03 19:00:00,8852.27,96.26,TRADE
NSW1,2018/12/03 19:30:00,8814.7,102.01,TRADE
NSW1,2018/12/03 20:00:00,8786.22,133.42,TRADE
NSW1,2018/12/03 20:30:00,8569.05,90.86,TRADE
NSW1,2018/12/03 21:00:00,8300.6,78.78,TRADE
NSW1,2018/12/03 21:30:00,8123.69,84.23,TRADE
NSW1,2018/12/03 22:00:00,7922.88,75.76,TRADE
NSW1,2018/12/03 22:30:00,7808.38,79.01,TRADE
NSW1,2018/12/03 23:00:00,7627.4,77.39,TRADE
NSW1,2018/12/03 23:30:00,7321.83,73.85,TRADE
NSW1,2018/12/04 00:00:00,7123.53,80.70,TRADE
NSW1,2018/12/04 00:30:00,6951.36,85.53,TRADE
NSW1,2018/12/04 01:00:00,6751.96,70.87,TRADE
NSW1,2018/12/04 01:30:00,6503.35,64.29,TRADE
NSW1,2018/12/04 02:00:00,6306.09,57.37,TRADE
NSW1,2018/12/04 02:30:00,6193.08,58.56,TRADE
NSW1,2018/12/04 03:00:00,6095.71,57.38,TRADE
NSW1,2018/12/04 03:30:00,6065.95,57.46,TRADE
NSW1,2018/12/04 04:00:00,6189.59,60.50,TRADE
NSW1,2018/12/04 04:30:00,6375.21,71.66,TRADE
NSW1,2018/12/04 05:00:00,6616.35,86.34,TRADE
NSW1,2018/12/04 05:30:00,7087.03,95.59,TRADE
NSW1,2018/12/04 06:00:00,7477.61,134.75,TRADE
NSW1,2018/12/04 06:30:00,7795.73,103.98,TRADE
NSW1,2018/12/04 07:00:00,7970.08,104.80,TRADE
NSW1,2018/12/04 07:30:00,8150.11,102.60,TRADE
NSW1,2018/12/04 08:00:00,8115.89,92.64,TRADE
NSW1,2018/12/04 08:30:00,8195.38,110.28,TRADE
NSW1,2018/12/04 09:00:00,8207.56,97.87,TRADE
NSW1,2018/12/04 09:30:00,8153.5,104.71,TRADE
NSW1,2018/12/04 10:00:00,8110.49,104.29,TRADE
NSW1,2018/12/04 10:30:00,8131.8,92.93,TRADE
NSW1,2018/12/04 11:00:00,8095.96,83.88,TRADE
NSW1,2018/12/04 11:30:00,8048.65,87.61,TRADE
NSW1,2018/12/04 12:00:00,8074.26,87.91,TRADE
NSW1,2018/12/04 12:30:00,8176.54,94.37,TRADE
NSW1,2018/12/04 13:00:00,8284.18,103.05,TRADE
NSW1,2018/12/04 13:30:00,8263.87,96.59,TRADE
NSW1,2018/12/04 14:00:00,8324.17,105.44,TRADE
NSW1,2018/12/04 14:30:00,8310.68,104.81,TRADE
NSW1,2018/12/04 15:00:00,8467.81,124.18,TRADE
NSW1,2018/12/04 15:30:00,8445.61,120.93,TRADE
NSW1,2018/12/04 16:00:00,8437.7,94.27,TRADE
NSW1,2018/12/04 16:30:00,8516.96,92.49,TRADE
NSW1,2018/12/04 17:00:00,8481.04,84.70,TRADE
NSW1,2018/12/04 17:30:00,8422.24,86.52,TRADE
NSW1,2018/12/04 18:00:00,8442.46,85.83,TRADE
NSW1,2018/12/04 18:30:00,8351.81,81.37,TRADE
NSW1,2018/12/04 19:00:00,8367.21,92.86,TRADE
NSW1,2018/12/04 19:30:00,8321.94,86.96,TRADE
NSW1,2018/12/04 20:00:00,8219.88,84.51,TRADE
NSW1,2018/12/04 20:30:00,8006.62,81.38,TRADE
NSW1,2018/12/04 21:00:00,7790.75,83.08,TRADE
NSW1,2018/12/04 21:30:00,7722.12,82.07,TRADE
NSW1,2018/12/04 22:00:00,7528.76,68.46,TRADE
