REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2017/10/01 00:30:00,6742.87,74.97,TRADE
NSW1,2017/10/01 01:00:00,6598.81,74.96,TRADE
NSW1,2017/10/01 01:30:00,6452.98,73.24,TRADE
NSW1,2017/10/01 02:00:00,6303.75,73.28,TRADE
NSW1,2017/10/01 02:30:00,6032.59,72.20,TRADE
NSW1,2017/10/01 03:00:00,5869.99,68.83,TRADE
NSW1,2017/10/01 03:30:00,5752.41,66.13,TRADE
NSW1,2017/10/01 04:00:00,5713.51,65.80,TRADE
NSW1,2017/10/01 04:30:00,5754.11,66,TRADE
NSW1,2017/10/01 05:00:00,5789.47,66.69,TRADE
NSW1,2017/10/01 05:30:00,5881.66,69.29,TRADE
NSW1,2017/10/01 06:00:00,5934.46,68.25,TRADE
NSW1,2017/10/01 06:30:00,6082.53,69.68,TRADE
NSW1,2017/10/01 07:00:00,6264.3,70.36,TRADE
NSW1,2017/10/01 07:30:00,6430.74,70.61,TRADE
NSW1,2017/10/01 08:00:00,6543.84,69.96,TRADE
NSW1,2017/10/01 08:30:00,6733.8,71.33,TRADE
NSW1,2017/10/01 09:00:00,6762.29,69.96,TRADE
NSW1,2017/10/01 09:30:00,6755.34,70.11,TRADE
NSW1,2017/10/01 10:00:00,6651.8,69.93,TRADE
NSW1,2017/10/01 10:30:00,6545.9,69.95,TRADE
NSW1,2017/10/01 11:00:00,6462.19,69.27,TRADE
NSW1,2017/10/01 11:30:00,6364.33,69.89,TRADE
NSW1,2017/10/01 12:00:00,6271.52,66.73,TRADE
NSW1,2017/10/01 12:30:00,6235.98,66.04,TRADE
NSW1,2017/10/01 13:00:00,6147.32,65.22,TRADE
NSW1,2017/10/01 13:30:00,6101.13,63.97,TRADE
NSW1,2017/10/01 14:00:00,6099.64,64.54,TRADE
NSW1,2017/10/01 14:30:00,6133.14,64.80,TRADE
NSW1,2017/10/01 15:00:00,6237.57,65.96,TRADE
NSW1,2017/10/01 15:30:00,6301.95,68.47,TRADE
NSW1,2017/10/01 16:00:00,6434.68,69.60,TRADE
NSW1,2017/10/01 16:30:00,6544.02,69.72,TRADE
NSW1,2017/10/01 17:00:00,6746.04,71.07,TRADE
NSW1,2017/10/01 17:30:00,6934.82,70.51,TRADE
NSW1,2017/10/01 18:00:00,7157.99,70.81,TRADE
NSW1,2017/10/01 18:30:00,7375.49,74.66,TRADE
NSW1,2017/10/01 19:00:00,7408.8,74.46,TRADE
NSW1,2017/10/01 19:30:00,7287.62,72.16,TRADE
NSW1,2017/10/01 20:00:00,7220.68,71.41,TRADE
NSW1,2017/10/01 20:30:00,7109.7,70.04,TRADE
NSW1,2017/10/01 21:00:00,7023.21,69.92,TRADE
NSW1,2017/10/01 21:30:00,6937.11,70.55,TRADE
NSW1,2017/10/01 22:00:00,6855.91,69.91,TRADE
NSW1,2017/10/01 22:30:00,6852.66,72.46,TRADE
NSW1,2017/10/01 23:00:00,6716.88,70.43,TRADE
NSW1,2017/10/01 23:30:00,6659.04,71.90,TRADE
NSW1,2017/10/02 00:00:00,6526.46,69.95,TRADE
NSW1,2017/10/02 00:30:00,6334.55,69.36,TRADE
NSW1,2017/10/02 01:00:00,6185.54,69.91,TRADE
NSW1,2017/10/02 01:30:00,6078.62,67.92,TRADE
NSW1,2017/10/02 02:00:00,5954.25,67.04,TRADE
NSW1,2017/10/02 02:30:00,5770.69,64.75,TRADE
NSW1,2017/10/02 03:00:00,5689.4,64.49,TRADE
NSW1,2017/10/02 03:30:00,5617.78,63.43,TRADE
NSW1,2017/10/02 04:00:00,5572.05,61.36,TRADE
NSW1,2017/10/02 04:30:00,5664.08,65.02,TRADE
NSW1,2017/10/02 05:00:00,5743.24,66.48,TRADE
NSW1,2017/10/02 05:30:00,5943.07,69.93,TRADE
NSW1,2017/10/02 06:00:00,6006.37,71.37,TRADE
NSW1,2017/10/02 06:30:00,6212.93,69.95,TRADE
NSW1,2017/10/02 07:00:00,6364.67,69.96,TRADE
NSW1,2017/10/02 07:30:00,6486.92,73.49,TRADE
NSW1,2017/10/02 08:00:00,6590.29,74.96,TRADE
NSW1,2017/10/02 08:30:00,6801.71,75.10,TRADE
NSW1,2017/10/02 09:00:00,6834.58,76.61,TRADE
NSW1,2017/10/02 09:30:00,6886.39,79.21,TRADE
NSW1,2017/10/02 10:00:00,6869.27,82.68,TRADE
NSW1,2017/10/02 10:30:00,6852.48,87.01,TRADE
NSW1,2017/10/02 11:00:00,6785.8,76.12,TRADE
NSW1,2017/10/02 11:30:00,6705.29,74.97,TRADE
NSW1,2017/10/02 12:00:00,6650.74,77.20,TRADE
NSW1,2017/10/02 12:30:00,6606.93,74.97,TRADE
NSW1,2017/10/02 13:00:00,6520.16,74.96,TRADE
NSW1,2017/10/02 13:30:00,6567.25,74.97,TRADE
NSW1,2017/10/02 14:00:00,6535.04,75,TRADE
NSW1,2017/10/02 14:30:00,6572.82,76.75,TRADE
NSW1,2017/10/02 15:00:00,6657.75,74.97,TRADE
NSW1,2017/10/02 15:30:00,6749.55,76.35,TRADE
NSW1,2017/10/02 16:00:00,6904.85,79.37,TRADE
NSW1,2017/10/02 16:30:00,7152.95,78.07,TRADE
NSW1,2017/10/02 17:00:00,7381.33,84.28,TRADE
NSW1,2017/10/02 17:30:00,7563.15,82.29,TRADE
NSW1,2017/10/02 18:00:00,7651.8,84.23,TRADE
NSW1,2017/10/02 18:30:00,7796.42,87.10,TRADE
NSW1,2017/10/02 19:00:00,7801.03,87.32,TRADE
NSW1,2017/10/02 19:30:00,7630.31,79.05,TRADE
NSW1,2017/10/02 20:00:00,7483.65,75.83,TRADE
NSW1,2017/10/02 20:30:00,7333.4,75.15,TRADE
NSW1,2017/10/02 21:00:00,7211.53,75.67,TRADE
NSW1,2017/10/02 21:30:00,7172.26,74.96,TRADE
NSW1,2017/10/02 22:00:00,7017.37,73.11,TRADE
NSW1,2017/10/02 22:30:00,7090.45,76.09,TRADE
NSW1,2017/10/02 23:00:00,7038.01,74.40,TRADE
NSW1,2017/10/02 23:30:00,7031.55,77.21,TRADE
NSW1,2017/10/03 00:00:00,6980.73,74.97,TRADE
NSW1,2017/10/03 00:30:00,6842.34,74.95,TRADE
NSW1,2017/10/03 01:00:00,6681.55,74.55,TRADE
NSW1,2017/10/03 01:30:00,6485.59,73.37,TRADE
NSW1,2017/10/03 02:00:00,6289.67,73.16,TRADE
NSW1,2017/10/03 02:30:00,6097.3,70.83,TRADE
NSW1,2017/10/03 03:00:00,5980.17,71.33,TRADE
NSW1,2017/10/03 03:30:00,5960.9,70.26,TRADE
NSW1,2017/10/03 04:00:00,5974.54,70.83,TRADE
NSW1,2017/10/03 04:30:00,6127.38,76.14,TRADE
NSW1,2017/10/03 05:00:00,6427.59,75.77,TRADE
NSW1,2017/10/03 05:30:00,6897.05,83.04,TRADE
NSW1,2017/10/03 06:00:00,7277.83,88.66,TRADE
NSW1,2017/10/03 06:30:00,7642.76,87.11,TRADE
NSW1,2017/10/03 07:00:00,7950.59,95.42,TRADE
NSW1,2017/10/03 07:30:00,7994.01,87.84,TRADE
NSW1,2017/10/03 08:00:00,8053.29,84.53,TRADE
NSW1,2017/10/03 08:30:00,8046.62,81.27,TRADE
NSW1,2017/10/03 09:00:00,8015.06,85.33,TRADE
NSW1,2017/10/03 09:30:00,7988.33,85.99,TRADE
NSW1,2017/10/03 10:00:00,7958.31,86.43,TRADE
NSW1,2017/10/03 10:30:00,7844.21,86.24,TRADE
NSW1,2017/10/03 11:00:00,7769.91,86.84,TRADE
NSW1,2017/10/03 11:30:00,7726.69,79.77,TRADE
NSW1,2017/10/03 12:00:00,7808.09,85.45,TRADE
NSW1,2017/10/03 12:30:00,7782.65,76.13,TRADE
NSW1,2017/10/03 13:00:00,7721.7,75.48,TRADE
NSW1,2017/10/03 13:30:00,7759.57,77.09,TRADE
NSW1,2017/10/03 14:00:00,7764.23,84.96,TRADE
NSW1,2017/10/03 14:30:00,7740.31,86.81,TRADE
NSW1,2017/10/03 15:00:00,7828.19,87.04,TRADE
NSW1,2017/10/03 15:30:00,7862.6,81.50,TRADE
NSW1,2017/10/03 16:00:00,7943.73,81.82,TRADE
NSW1,2017/10/03 16:30:00,8075.06,82.61,TRADE
NSW1,2017/10/03 17:00:00,8186.4,85.27,TRADE
NSW1,2017/10/03 17:30:00,8218.83,86.50,TRADE
NSW1,2017/10/03 18:00:00,8335.09,86.13,TRADE
NSW1,2017/10/03 18:30:00,8445.67,85.79,TRADE
NSW1,2017/10/03 19:00:00,8465.99,94.93,TRADE
NSW1,2017/10/03 19:30:00,8245.14,80.70,TRADE
NSW1,2017/10/03 20:00:00,8086.42,79.77,TRADE
NSW1,2017/10/03 20:30:00,7991.87,88.37,TRADE
NSW1,2017/10/03 21:00:00,7766.08,79.56,TRADE
NSW1,2017/10/03 21:30:00,7668.84,78.07,TRADE
NSW1,2017/10/03 22:00:00,7448.7,75.45,TRADE
NSW1,2017/10/03 22:30:00,7487.76,77.17,TRADE
NSW1,2017/10/03 23:00:00,7416.96,78.09,TRADE
NSW1,2017/10/03 23:30:00,7311.5,81.11,TRADE
NSW1,2017/10/04 00:00:00,7267.48,79.64,TRADE
NSW1,2017/10/04 00:30:00,7100.09,74.96,TRADE
NSW1,2017/10/04 01:00:00,6856.44,74.96,TRADE
NSW1,2017/10/04 01:30:00,6644.53,74.97,TRADE
NSW1,2017/10/04 02:00:00,6368.85,76.40,TRADE
NSW1,2017/10/04 02:30:00,6231.91,74.96,TRADE
NSW1,2017/10/04 03:00:00,6080.63,74.96,TRADE
NSW1,2017/10/04 03:30:00,6007.74,74.96,TRADE
NSW1,2017/10/04 04:00:00,6010.68,74.96,TRADE
NSW1,2017/10/04 04:30:00,6264.04,84.13,TRADE
NSW1,2017/10/04 05:00:00,6534.71,86.36,TRADE
NSW1,2017/10/04 05:30:00,7068.63,91.34,TRADE
NSW1,2017/10/04 06:00:00,7383.74,92.49,TRADE
NSW1,2017/10/04 06:30:00,7667.67,87.85,TRADE
NSW1,2017/10/04 07:00:00,7868.39,87.42,TRADE
NSW1,2017/10/04 07:30:00,7847.88,83.99,TRADE
NSW1,2017/10/04 08:00:00,7842.27,85.47,TRADE
NSW1,2017/10/04 08:30:00,7821.16,86.47,TRADE
NSW1,2017/10/04 09:00:00,7828.62,87.92,TRADE
NSW1,2017/10/04 09:30:00,7858.4,88.45,TRADE
NSW1,2017/10/04 10:00:00,7786.6,88.08,TRADE
NSW1,2017/10/04 10:30:00,7729.57,86.22,TRADE
NSW1,2017/10/04 11:00:00,7717.42,94.86,TRADE
NSW1,2017/10/04 11:30:00,7655.94,80.31,TRADE
NSW1,2017/10/04 12:00:00,7634,76.89,TRADE
NSW1,2017/10/04 12:30:00,7632.8,82.90,TRADE
NSW1,2017/10/04 13:00:00,7613.62,77.55,TRADE
NSW1,2017/10/04 13:30:00,7669.07,94.44,TRADE
NSW1,2017/10/04 14:00:00,7700.64,97.63,TRADE
NSW1,2017/10/04 14:30:00,7708.78,83.72,TRADE
NSW1,2017/10/04 15:00:00,7774.48,87.51,TRADE
NSW1,2017/10/04 15:30:00,7885.95,78.78,TRADE
NSW1,2017/10/04 16:00:00,7989.09,84.22,TRADE
NSW1,2017/10/04 16:30:00,8125.33,87.05,TRADE
NSW1,2017/10/04 17:00:00,8192.78,88.03,TRADE
NSW1,2017/10/04 17:30:00,8209.86,94.35,TRADE
NSW1,2017/10/04 18:00:00,8277.76,88.63,TRADE
NSW1,2017/10/04 18:30:00,8327.64,88.50,TRADE
NSW1,2017/10/04 19:00:00,8288.02,87.17,TRADE
NSW1,2017/10/04 19:30:00,8030.38,79.60,TRADE
NSW1,2017/10/04 20:00:00,7923.48,78.52,TRADE
NSW1,2017/10/04 20:30:00,7784.3,74.39,TRADE
NSW1,2017/10/04 21:00:00,7585.02,79.20,TRADE
NSW1,2017/10/04 21:30:00,7536.88,84.56,TRADE
NSW1,2017/10/04 22:00:00,7336.19,80.60,TRADE
NSW1,2017/10/04 22:30:00,7316.05,84.38,TRADE
NSW1,2017/10/04 23:00:00,7220.45,83.30,TRADE
NSW1,2017/10/04 23:30:00,7156.14,81.13,TRADE
NSW1,2017/10/05 00:00:00,7096.83,80.87,TRADE
NSW1,2017/10/05 00:30:00,6888.86,76.19,TRADE
NSW1,2017/10/05 01:00:00,6677.93,71.03,TRADE
NSW1,2017/10/05 01:30:00,6527.01,70.46,TRADE
NSW1,2017/10/05 02:00:00,6301.76,69.95,TRADE
NSW1,2017/10/05 02:30:00,6111.93,70.85,TRADE
NSW1,2017/10/05 03:00:00,6030.42,69.95,TRADE
NSW1,2017/10/05 03:30:00,5990.1,69.94,TRADE
NSW1,2017/10/05 04:00:00,6052.76,69.95,TRADE
NSW1,2017/10/05 04:30:00,6292.14,74.43,TRADE
NSW1,2017/10/05 05:00:00,6524.92,81.36,TRADE
NSW1,2017/10/05 05:30:00,6955.39,83.52,TRADE
NSW1,2017/10/05 06:00:00,7254.76,80.40,TRADE
NSW1,2017/10/05 06:30:00,7592.71,87,TRADE
NSW1,2017/10/05 07:00:00,7833.86,86.40,TRADE
NSW1,2017/10/05 07:30:00,7903.66,86.06,TRADE
NSW1,2017/10/05 08:00:00,7894.71,83.90,TRADE
NSW1,2017/10/05 08:30:00,7938.18,84.43,TRADE
NSW1,2017/10/05 09:00:00,8005.38,86.53,TRADE
NSW1,2017/10/05 09:30:00,8026.21,82.96,TRADE
NSW1,2017/10/05 10:00:00,8038.94,76.44,TRADE
NSW1,2017/10/05 10:30:00,7956.13,74.96,TRADE
NSW1,2017/10/05 11:00:00,7916,74.96,TRADE
NSW1,2017/10/05 11:30:00,7877,77.07,TRADE
NSW1,2017/10/05 12:00:00,7865.41,74.90,TRADE
NSW1,2017/10/05 12:30:00,7829.85,74.46,TRADE
NSW1,2017/10/05 13:00:00,7906.77,83.13,TRADE
NSW1,2017/10/05 13:30:00,7987.64,87.31,TRADE
NSW1,2017/10/05 14:00:00,8037.3,78.97,TRADE
NSW1,2017/10/05 14:30:00,8104.99,79.54,TRADE
NSW1,2017/10/05 15:00:00,8192.52,76.98,TRADE
NSW1,2017/10/05 15:30:00,8280.16,88.51,TRADE
NSW1,2017/10/05 16:00:00,8382.16,87.64,TRADE
NSW1,2017/10/05 16:30:00,8467.27,81.15,TRADE
NSW1,2017/10/05 17:00:00,8603.24,80.54,TRADE
NSW1,2017/10/05 17:30:00,8575.02,81.96,TRADE
NSW1,2017/10/05 18:00:00,8639.18,81.31,TRADE
NSW1,2017/10/05 18:30:00,8670.39,81.35,TRADE
NSW1,2017/10/05 19:00:00,8582.36,78.51,TRADE
NSW1,2017/10/05 19:30:00,8422.61,76.23,TRADE
NSW1,2017/10/05 20:00:00,8207.92,76.72,TRADE
NSW1,2017/10/05 20:30:00,8025.13,79.25,TRADE
NSW1,2017/10/05 21:00:00,7813.82,74.13,TRADE
NSW1,2017/10/05 21:30:00,7734.95,75.39,TRADE
NSW1,2017/10/05 22:00:00,7522.41,71.31,TRADE
NSW1,2017/10/05 22:30:00,7494.96,75.61,TRADE
NSW1,2017/10/05 23:00:00,7369.27,76.91,TRADE
NSW1,2017/10/05 23:30:00,7212.18,70.59,TRADE
NSW1,2017/10/06 00:00:00,7069.23,73.93,TRADE
NSW1,2017/10/06 00:30:00,6942.26,70.30,TRADE
NSW1,2017/10/06 01:00:00,6741.07,69.45,TRADE
NSW1,2017/10/06 01:30:00,6403.53,69.60,TRADE
NSW1,2017/10/06 02:00:00,6174.74,67.45,TRADE
NSW1,2017/10/06 02:30:00,6022.54,67.17,TRADE
NSW1,2017/10/06 03:00:00,5914.99,65.51,TRADE
NSW1,2017/10/06 03:30:00,5838.66,63.50,TRADE
NSW1,2017/10/06 04:00:00,6014.34,69.17,TRADE
NSW1,2017/10/06 04:30:00,6231.94,66.43,TRADE
NSW1,2017/10/06 05:00:00,6445.97,69.95,TRADE
NSW1,2017/10/06 05:30:00,6962.38,70.80,TRADE
NSW1,2017/10/06 06:00:00,7299.31,72.61,TRADE
NSW1,2017/10/06 06:30:00,7591.3,75,TRADE
NSW1,2017/10/06 07:00:00,7840.82,74.79,TRADE
NSW1,2017/10/06 07:30:00,7989.84,74.94,TRADE
NSW1,2017/10/06 08:00:00,8167.53,81.99,TRADE
NSW1,2017/10/06 08:30:00,8241.29,74.97,TRADE
NSW1,2017/10/06 09:00:00,8277.09,77.82,TRADE
NSW1,2017/10/06 09:30:00,8224.35,74.97,TRADE
NSW1,2017/10/06 10:00:00,8225.6,78.79,TRADE
NSW1,2017/10/06 10:30:00,8145.05,75.35,TRADE
NSW1,2017/10/06 11:00:00,8060.79,74.97,TRADE
NSW1,2017/10/06 11:30:00,7944.91,71.20,TRADE
NSW1,2017/10/06 12:00:00,7741.9,74.13,TRADE
NSW1,2017/10/06 12:30:00,7619.69,74.09,TRADE
NSW1,2017/10/06 13:00:00,7604.59,73.20,TRADE
NSW1,2017/10/06 13:30:00,7592.44,74.94,TRADE
NSW1,2017/10/06 14:00:00,7513.06,70.24,TRADE
NSW1,2017/10/06 14:30:00,7521.55,73.41,TRADE
NSW1,2017/10/06 15:00:00,7584,76.11,TRADE
NSW1,2017/10/06 15:30:00,7632.68,82.65,TRADE
NSW1,2017/10/06 16:00:00,7739.08,76.73,TRADE
NSW1,2017/10/06 16:30:00,7825.83,74.97,TRADE
NSW1,2017/10/06 17:00:00,7930.32,75.37,TRADE
NSW1,2017/10/06 17:30:00,7914.09,74.97,TRADE
NSW1,2017/10/06 18:00:00,7954.19,75.20,TRADE
NSW1,2017/10/06 18:30:00,8089.86,76.30,TRADE
NSW1,2017/10/06 19:00:00,8121.82,77.90,TRADE
NSW1,2017/10/06 19:30:00,8005.67,75.70,TRADE
NSW1,2017/10/06 20:00:00,7777.16,74.95,TRADE
NSW1,2017/10/06 20:30:00,7649.52,76.85,TRADE
NSW1,2017/10/06 21:00:00,7465.34,75.85,TRADE
NSW1,2017/10/06 21:30:00,7477.94,97.55,TRADE
NSW1,2017/10/06 22:00:00,7381.66,121.04,TRADE
NSW1,2017/10/06 22:30:00,7422.85,120.70,TRADE
NSW1,2017/10/06 23:00:00,7369.93,117.92,TRADE
NSW1,2017/10/06 23:30:00,7295.39,105.93,TRADE
